id_artigo,title,authors,year,doi,abstract,journal,nivel_burocracia,metodo,setor_politica,dimensao_teorica,relacao_politica_burocracia,explicacao_arranjo,consequencia_arranjo,valoracao_burocracia,enquadramento_normativo,grau_agencia,referencia_federal,escopo_empirico
114,Gestão de estratégias: uma proposta de modelo para os governos locais,"Wosniak, Francine Lia; Rezende, Denis Alcides",2012,,"The governments are pressured to adapt their institutions and type of action to the context of an increasingly questioning, globalized, complex and interdependent world. These challenges and transformations require innovative public management models, as well as effective tools, procedures and types of action. The objective of this study is to propose a strategy management model, having as its analytical basis the municipal management of Curitiba, in the period from 1993 to 2008. To obtain the answer to this demand, we performed a case study, structured through a research protocol, with the definition of categories and subcategories of analysis. The descriptive analysis was subsidized by the theoretical basis of this study, which was based on the themes municipal management and strategic administration. The main results obtained are related to the phases of the process of strategic administration implemented in the management periods and their respective descriptors. The conclusion allowed the proposition of a strategic management model, resulting from the combination of analysis categories that formed this study, and which represents, in its conception, an alternative of implementation of the management process.",Revista de Administração Pública,Geral,metodos mistos,,,,,,,,,,
115,Plano de Fortalecimento da Gestão do Turismo (PFGT): uma avaliação ex ante no município de Nísia Floresta (RN),"Araújo, Richard Medeiros de; Posenatto, Amanda Fonseca Guimarães",2012,,"Currently, the Plano de Desenvolvimento do Turismo (Prodetur) is trying to strength institutionally the tourism destinations in order to ensure the expansion and continuation of structural improvements already made when the first phase of the government, while the municipalities provide a more efficient public management, in which municipalities should consider tourism as the linchpin in the formulation and management of municipal public policies focusing on local development. Then, the Prodetur launched in Rio Grande do Norte, the Plan for Strengthening Administration of Tourism, Natural and Cultural Heritage in 2009. The research aims to evaluate at the form ex ante, the feasibility of implementing that plan in the city government of Nísia Floresta (RN). Adopted were the six dimensions of the theoretical model Draibe (2001) combined with the model of Neves (1996) to conduct the research. Methodologically, we chose a qualitative approach, where we document reviews how the strategic diagnosis, the proposed plan of action and semi-structured interviews with some municipal secretaries. It used content analysis as a technique for treatment of the contents of the interviews and observations were made for non-participants. Thus it was possible to draw evaluative research, characterizing the current political and administrative time and how this design could interfere with the implementation of the plan assessed. We conclude that the City does not have sufficient institutional conditions for implementing the Governmental Plan funded with federal funds.",Revista de Administração Pública,Geral,qualitativo,,,,,,,,,,
116,Transparency of the municipal public management: a study from the homepages of the large Brazilian municipalities,"Cruz, Cláudia Ferreira; Ferreira, Aracéli Cristina de Sousa; Silva, Lino Martins da; Macedo, Marcelo Álvaro da Silva",2012,,"This study attempts to check the transparency level of information in public administration published in the homepages of 96 municipalities included among the 100 most populous in Brazil and what characteristics and socioeconomic indicators of the municipalities can contribute to explain the level of transparency observed. The level of transparency in public administration was established from a research model called Transparency Index Municipal Public Management (ITGP-M) constructed based on international codes of good governance and transparency, the Brazilian legislation and the experiences of previous studies of similar nature conducted in Brazil and abroad. The empirical evidence point to low levels of transparency, incompatible with the level of socioeconomic development of municipalities. Moreover, we can conclude that, overall, there is an association between the socioeconomic conditions of the municipalities and the levels of transparency in the disclosure of information about public administration observed in sites of large municipalities as in this study.",Revista de Administração Pública,Geral,nao identificado,,,,,,,,,,
117,Construção e validação de medida para diagnóstico de competências relativas às funções de prefeito(a) e secretário(a) municipal,"Moraes, Valéria Vieira de; Borges-Andrade, Jairo Eduardo; Queiroga, Fabiana",2011,,"Competencies management has deserved increasing attention on the part of professionals and academics since it was proposed. In the public sector, a gap is perceived on theoretical or empirical studies concerning the state and municipal levels of the administration and also their decision level. This article describes the construction of an instrument to measure competencies of mayors and municipal secretaries, carried out through 17 interviews with on the job participants, and its validation with a sample of 455 other subjects initiating or ending their political mandates. The results suggest psychometric validity of the instrument and the empirical structure is in accordance with the competencies theory.",Revista de Administração Pública,Geral,metodos mistos,,,,,,,,,,
118,Modelo de gestão municipal baseado na utilização estratégica de recursos da tecnologia da informação para a gestão governamental: formatação do modelo e avaliação em um município,"Leite, Leonardo de Oliveira; Rezende, Denis Alcides",2010,,"There are challenges in the effective management of municipalities, the structuring and provision of reliable, timely and customized information, to support the decisions of the municipal government and to prepare and monitor the municipal strategic planning aligned with the citizens requirements. The adaptation of management models and concepts from the private sector to the public environment is one alternative for facing theses challenges. This article proposes and evaluates a government management model based on the strategic use of information technology, so as to offer to the public administrator monitoring and control of strategic implementation, information for executive decision-making, management of relationships with the public, and command over the municipal management processes. The research methodology emphasizes the case study in the city of Curitiba, using a research protocol prepared from an exploratory literature review. Differences, similarities and results of the application of the model in the city are analyzed. The conclusion shows that the use and adaptation of the proposed model in a municipal public administration can contribute significantly to the development of its management models.",Revista de Administração Pública,Geral,qualitativo,,,,,,,,,,
119,Conselhos de saúde: conhecimento sobre as ações de saúde,"Saliba, Nemre Adas; Moimaz, Suzely Adas Saliba; Ferreira, Nelly Foster; Custódio, Lia Borges de Mattos",2009,,"The Healthcare Council - composed by government's representatives, service providers and users of health - formulates strategies and controls the implementation of healthcare policies in the corresponding federative level, including the economic and financial aspects, and has its decisions homologated by the Executive branch. This paper analyzes the profile of the municipal healthcare council of five small cities in the state of São Paulo, Brazil.",Revista de Administração Pública,Geral,quantitativo,,,,,,,,,,
120,Plano diretor e planejamento estratégico municipal: introdução teórico-conceitual,"Rezende, Denis Alcides; Ultramari, Clovis",2007,,"This paper considers comprehensive and strategic plans important in local public polices: the first - adopted due to a new federal law - the second - implemented because of a more methodological choice - are currently used all over Brazil, and both constitute what could be called a contemporary urban utopia for Brazilian cities. Using case studies, this article discusses how both instruments are implemented, their potential and their limitations, and how they could be integrated. The authors suggest two integration models and one strategic planning method that confirm the possibility of integration and the importance of community participation in the process. They conclude that both instruments are sometimes overrated and others practically ignored by Brazilian urban policies.",Revista de Administração Pública,Alto escalão,nao identificado,,,,,,,,,,
121,A falta de trabalho institucional e mudanças organizacionais incompletas em municípios brasileiros,"Lino, André Feliciano; Carvalho, Luciano Bastos de; Aquino, André Carlos Busanelli de; Azevedo, Ricardo Rocha de",2019,https://doi.org/10.1590/0034-761220170404,"Abstract This article proposes a theoretical framework to explain the failure of the compulsory adoption of new practices in the financial management cycle in local governments. The empirical analysis applies the framework to the control systems implementation in Brazilian municipalities. The findings of a qualitative comparative analysis applied to seven local governments show that despite human capabilities and information systems being a necessary condition, they are insufficient to deeply implement such internal control practices. Institutional capital is a condition sine qua non for the adoption of new practices on financial management and control in Brazilian local governments. The adoption of such reforms depends on an active network of powerful actors involved in institutional work supporting the changes.",Revista de Administração Pública,Geral,qualitativo,,,,,,,,,,
122,Institucionalização da Política Nacional de Resíduos Sólidos: dilemas e constrangimentos na Região Metropolitana de Aracaju (SE),"Heber, Florence; Silva, Elvis Moura da",2014,https://doi.org/10.1590/0034-76121537,"The aim of this paper is to evaluate the process of institutionalization of the National Policy Solid Waste (PNRS) from one of its structural elements - the shared management of solid waste. The cities of the Metropolitan Area of Aracaju (RMA) were elected as the object of study. Based on qualitative research conducted through interviews with experts and representatives of RMA municipalities and documentary research, this paper analyzes the obstacles to institutionalization of shared management. The results indicate the existence of elements of the local context that constrain the realization of national policy and suggest the importance of studies to monitor the implementation of national policy in other local realities in Brazil.",Revista de Administração Pública,Geral,qualitativo,,,,,,,,,,
123,Gerenciamento de resultados e ciclo eleitoral em municípios brasileiros,"Costa, Fábio Moraes da; Leão, Fernando Henrique Ferreira Carneiro",2021,https://doi.org/10.1590/0034-761220200112,"Abstract The accruals basis of accounting is gradually being implemented in the Brazilian public sector, which has increased the use of estimates. Although the judgments’ main objective is to contribute to decision-making, they can also be used to manage perceptions on performance. This study aims to evaluate the relationship between the electoral cycle and earnings management practices in Brazilian municipalities. Tests based on frequency distribution were conducted, indicating a discontinuity around zero earnings and suggesting that municipalities with ‘small surpluses’ present higher levels of discretionary accruals. Finally, we gathered empirical evidence of an increase in the level of earnings management in the pre-electoral periods, which is mitigated in environments with strong political competition. The empirical findings indicate a correlation between earnings management practices and the electoral cycle. The study contributes to a growing literature about earnings management in the public sector, helping to identify circumstances that can lead to opportunistic behavior by public managers, especially in relation to elections.",Revista de Administração Pública,Geral,quantitativo,,,,,,,,,,
124,Moedas complementares digitais e políticas públicas durante a crise da COVID-19,"Gonzalez, Lauro; Cernev, Adrian Kemmer; Araujo, Marcelo Henrique de; Diniz, Eduardo H.",2020,https://doi.org/10.1590/0034-761220200234,"Abstract Basic income programs have been used worldwide as a tool to mitigate the adverse effects of the COVID-19 pandemic. In Brazil, the implementation of federal emergency basic income initiatives faces a twofold challenge: money distribution logistics and eligibility criteria. This paper analyses the use of digital complementary currencies (DCC) to face these challenges. Complementary currencies have long existed in Brazil as part of community banks. The latter are institutions that operate at the local level and have better information regarding residents’ needs. We present the case of Mumbuca E-Dinheiro, a DCC adopted by the municipality of Maricá (RJ), and discuss how this initiative has enabled quick and safe cash distribution aimed at mitigating the effects of the COVID-19 pandemic in Brazil. We suggest that, at present, basic emergency income could be distributed through the E-Dinheiro platform, starting with the municipalities in which it already operates and then expanding to others. Interoperability with other actors in the payment ecosystem and connections with local governments are additional actions to scale up the use of digital complementary currencies to combat the coronavirus crisis.",Revista de Administração Pública,Geral,nao identificado,,,,,,,,,,
125,The roots of budgetary and financial accounting in Brazil,"Azevedo, Ricardo Rocha de; Pigatto, José Alexandre Magrini",2020,https://doi.org/10.1590/0034-761220180155x,"Abstract This article presents evidence of Italian influences on the Brazilian Public Sector Accounting in the early twentieth century, using the analytically structured history approach and the institutional theory. The study presents the institutional work developed by accountant Carlos de Carvalho in employing a new accounting methodology at the time. The article proposes a new perspective on the literature on the history of accounting in Brazil, suggesting that the emergence of budgetary and financial accounting was due to the innovation of local practices in a municipality of the state of São Paulo, and then expanded to the entire state, influenced by the Italian legal doctrine. Therefore, the use of dual accounting in Brazil during the early twentieth century was first disseminated in practice and transformed into legislation afterward. The Italian roots that influenced this movement are present in the current model, which is being reviewed by the current process of convergence to international IPSAS standards.",Revista de Administração Pública,Geral,nao identificado,,,,,,,,,,
126,The influence of context in the implementation of a smart city project: the case of Cidade Inteligente Búzios,"Brandão, Mariana; Joia, Luiz Antonio",2018,https://doi.org/10.1590/0034-761220170133,"Abstract The growth of urban population is widely acknowledged to be a central trend that poses challenges for the administration of cities worldwide. In this context, several advances in information and communication technologies (ICTs) have been developed to gradually transform urban centers into smart cities. In this article, we seek to contribute to filling a knowledge gap in the literature on smart city - namely the lack of empirical data in works on this subject - by investigating a project aimed at turning the municipality of Búzios in Brazil into a smart city, named Cidade Inteligente Búzios (CIB). Our objective is, thus, to describe and understand the controversial influence of the context in the implementation of the project, which was considered a success for some actors and irrelevant for others, a situation that defies the very concept of success in the implementation of smart cities.",Revista de Administração Pública,Alto escalão,nao identificado,,,,,,,,,,
127,"Difusão da política cicloviária no município de São Paulo: resistências, apoios e o papel da mídia","Leite, Cristiane Kerches da Silva; Cruz, Maurício Feijó; Rosin, Lucas Bravo",2018,https://doi.org/10.1590/0034-761220170187,"Abstract São Paulo is a megalopolis with a pattern of occupation marked by the prominence of the automobile. However, recently, the urban mobility agenda gained new meaning and new actors were mobilized. From the post-positivist and diffusion theoretical perspectives of public policies, the present work discusses how the idea of the cycling policy arose, adapted and faced resistance in the political and social context of the municipality of São Paulo under Fernando Haddad’s government (Workers’ Party). As a result of the research, on one hand, the role of the political and epistemic community of the cycling-activists and the entrepreneurial role of Mayor Haddad as elements of political support stand out. On the other hand, the São Paulo press played an oppositional role in the implementation of the policy, acting as a political actor in the subsystem of the cycling policy, by systematically attacking the image of the infrastructures implemented for the bicycles.",Revista de Administração Pública,Geral,quantitativo,,,,,,,,,,
128,Patologias sociais na metrópole de São Paulo: análise socioespacial de indicadores nas subprefeituras,"Perosa, Graziela Serroni; Leite, Cristiane Kerches da Silva; Fonseca, Francisco César Pinto da; Lebaron, Frédéric",2016,https://doi.org/10.1590/0034-7612151585,"Abstract The objective here is to discuss the importance of multi-determined analyses to the management of public policies within the scope of public administration. Using the Census of 2010, we look at the economic and social disparities that existed between the different boroughs of the City of São Paulo by adopting the principal component analysis method (PCA), based on dimensions derived from Social Health Index, an indicator that provides a more complex overview than the Human Development Index (HDI). The multi-determined analysis is based on the notion of ""social space"" (Bourdieu) and provides a valuable tool for diagnosing the impact of public policies, coordinating the multiple dimensions of social phenomena. We concluded that, by using the PCA method, it is possible to observe how the traditional indicators hide certain subtleties and differences with regard to inequalities between apparently homogeneous territories.",Revista de Administração Pública,Geral,nao identificado,,,,,,,,,,
129,Desempenho dos médicos na saúde da família - uma análise a partir dos princípios ordenadores em um município brasileiro,"Silva, Viviane Aparecida Alvares da; Barbosa, Allan Claudius Queiroz; Rocha, Thiago Augusto Hernandes",2015,https://doi.org/10.1590/0034-7612140407,"From the guiding principles of primary care (AP), defined by Starfield, this article analyzes the extent to which performance of the doctors of the Family Health Strategy (ESF) contributes to the consolidation of these principles. For this purpose, it was carried out a descriptive study in which performance indicators were used, deployed from six guiding principles of the ESF, in order to measure the performance of these professionals in the city of Belo Horizonte. The results generally indicated that the performance of the family's doctor underpins the achievement of the guiding principles. According to the literature, the results of multiple regression analysis showed that the health team's performance influences the doctor's performance, which reinforces the importance of adopting medical performance evaluation models that consider multiple determinants.",Revista de Administração Pública,Nível de rua,quantitativo,,,,,,,,,,
130,A importância das medidas multidimensionais de pobreza para a administração pública: um exercício em Palmeira das Missões (RS),"Ottonelli, Janaina; Marin, Solange Regina; Porsse, Melody; Glasenapp, Sirlei",2011,,"The main aim of this article is to show that multidimensional measures of poverty are important for public administration in so far as they present different characteristics of the poor people to be attended by public policies. Through these measures, it is possible to identify the dimensions of life in which the population is most deprivate and, consequently, focus policies in order to better address these needs. The article is based on Sen's (1985, 2000, 2001) Capability Approach and presents a multidimensional measure of poverty for the municipality of Palmeira das Missões (RS), which was developed having as basis a research instrument used by Barros, Carvalho e Franco (2003) and Santos (2007). The results show that poverty viewed in a broader perspective, as the calculated for the municipality of Palmeira das Missões, may appoint a different reality for the dynamics of poverty and, in that way, to amend the focus of policy for combating poverty to be more effective. Accordingly, the multidimensional measures of poverty are relevant for public administration, once that characterize better the reality, helping in understanding their causes and in proposing policies.",Revista de Administração Pública,Geral,quantitativo,,,,,,,,,,
131,"A demonstração do resultado econômico e sistemas de custeamento como instrumentos de evidenciação do cumprimento do princípio constitucional da eficiência, produção de governança e accountability no setor público: uma aplicação na Procuradoria-Geral do Município de São Paulo","Slomski, Valmor; Camargo, Guilherme Bueno de; Amaral Filho, Antonio Carlos Cintra do; Slomski, Vilma Geni",2010,,"This article discusses the income statement and costing systems as instruments to prove compliance with the constitutional principle of efficiency, governance production and accountability in the public sector so as to minimize the information asymmetry between state and society. The theoretical framework is based on the teachings of the seminal paper by Ronald Coase (1937), ""The nature of the firm,"" adapted to the civil service. The research is descriptive-quantitative, and the data, referring to 2006, was collected through document analysis at the Public Prosecutors Office (PGMSP) in São Paulo. The results of the empirical research suggest that the income statement can reveal compliance with the constitutional principle of efficiency, since it compares the economic revenue (R$ 302,894,295.11) to the costs and expenses incurred (R$ 118,058,180.00), indicating an economic outcome (R$ 184,836,115.11). It also creates new paradigms related to governance and accountability in public administration, capable of producing information to society and support for the decision-making process of public administrators",Revista de Administração Pública,Geral,metodos mistos,,,,,,,,,,
132,Satisfação no trabalho e rotatividade dos médicos do Programa de Saúde da Família,"Campos, Claudia Valentina de Arruda; Malik, Ana Maria",2008,,"One of the greatest problems of the Family Health Program in Brazil is the high turnover of its physicians. Given that the program is based on the relationship between health professionals and citizens, these high rates affect the model's effectiveness. A survey to identify the correlation between job satisfaction and physician turnover in the city of São Paulo, Brazil, confirmed the hypothesis that there is a negative correlation between these indicators. The prestige of the partner institutions is the most important factor in determining the program's physician turnover in São Paulo. Other job satisfaction factors that showed correlation with physician turnover were: training, commuting time, and lack of adequate equipment and materials.",Revista de Administração Pública,Nível de rua,quantitativo,,,,,,,,,,
133,Transformando compromissos globais em ações locais: os desafios de governança na implementação da agenda climática,"FIGUEIRA, ARIANE RODER; RUSSO, EDUARDO; ROCHA, GUSTAVO GOMES",2026,https://doi.org/10.1590/0034-761220240396,"Abstract This article analyzes the local implementation of Brazilian diplomatic agreements in the field of climate change, with special emphasis on the role of subnational actors in this process. The research adopts a qualitative approach, using a multiple case study method, analyzing projects developed by five subnational Investment Promotion Agencies (IPAs) in different states and municipalities of Brazil: Invest SP, Invest Rio, Invest Minas, Invest Paraná, and Invest Piauí. Over the past few years, these agencies have focused on strategically attracting sustainable foreign investment and aligning their initiatives with the United Nations (UN) 2030 Agenda. The results highlight the fundamental importance of IPAs as intermediary structures that connect the public and private sectors, facilitating the financial viability and practical execution of projects related to the global climate agenda. The analyses, based on 37 in-depth interviews and documentary analysis, identify best practices and highlight persistent difficulties in interactions among different levels of government, revealing complex challenges for multilevel governance.",Revista de Administração Pública,Nível de rua,qualitativo,,,,,,,,,,
134,O impacto dos gastos com infraestrutura digital na qualidade e transparência da informação contábil no setor público,"Carrara, Letícia Garcia Coelho; Azevedo, Ricardo Rocha de; Diniz, Josedilton Alves; Andrade, Maria Elisabeth M. C.",2025,https://doi.org/10.1590/0034-761220250107,"This study analyzed the relationship between digital infrastructure expenditures and the quality of accounting information in municipalities of the state of São Paulo, Brazil. The research adopted a quantitative approach, applying linear regression models to data from 644 municipalities over the period 2019-2023. Variables representing information technology (ICT) expenditure were employed, alongside indicators of accounting information quality from the ranking of the Brazilian National Treasury Secretariat (STN) and transparency indicators based on the index produced by the Federal Council of Administration (CFA). The findings indicate a positive association between higher investment in digital infrastructure and improved quality and transparency in accounting information, suggesting that technological modernization contributes to strengthening public governance. The conclusions reinforce the need for strategic planning in ICT investments and recommend that entities such as the National Treasury, the Federal Accounting Council (CFC), and the Courts of Accounts should consider both the costs and adequacy of digital infrastructure in standard-setting, oversight, and management processes.",Revista de Administração Pública,Geral,quantitativo,,,,,,,,,,
135,Difusão da Lei Geral da Micro e Pequena Empresa em municípios paulistas,"Carvalho, Grégory dos Passos; Coêlho, Denilson Bandeira",2023,https://doi.org/10.1590/0034-761220220285,"Abstract This article analyzes the implementation of the General Law for Micro and Small Business by municipalities in São Paulo. The theory of policy diffusion was used to study the process of adopting this public policy in the different contexts of coercion. The article presents theoretical discussions on the diffusion mechanism “coercion” and answers the question: what is the influence of the vertical coercion mechanism in the diffusion of the General Law in the municipalities of São Paulo? The survival analysis technique was applied to identify explanatory factors of policy diffusion, considering institutional, political, and party design variables, neighborhood effect, internal needs, organizations/social actors, and structural factors. The results show that as the institutional rules of coercion vary, the explanatory factors of the diffusion change so that local aspects, including social actors, regional factors, and structural issues, matter for the diffusion, varying according to the coercive context.",Revista de Administração Pública,Geral,quantitativo,,,,,,,,,,
136,Incentivos eleitorais e o gerenciamento de resultados orçamentários por meio de restos a pagar,"Araújo, Ronaldo José Rêgo de; Queiroz, Dimas Barrêto de; Paulo, Edilson",2023,https://doi.org/10.1590/0034-761220220382,"Abstract This research aims to analyze the effect of electoral political cycles on the management of budgetary results by observing the unpaid commitments of Brazilian local governments. The study proposes a model to estimate discretionary budgetary accruals based on unpaid commitments, addressing an empirical-theoretical gap regarding incipient quality metrics of accounting information in public administration, considering the theory of agency, legitimacy, and impression management. The theory of political cycles was adopted to justify the managers’ opportunistic cyclical behavior aligned with the electoral calendar. Three hypotheses based on the literature were tested from a sample covering 62.1% of Brazilian municipalities. The results showed positive discretionary budgetary accruals in the years immediately preceding the elections and the opposite in election years (i.e., negative discretionary budgetary accruals), completing the budgetary electoral cycle. Furthermore, it is demonstrated that managers in their first term are more inclined to enter into this type of practice, motivated by the chances of being re-elected. This evidence is ratified by the absence of this practice at significant levels during the managers’ second term. This research incrementally contributes to public administration research, proposing a proxy for the quality of government accounting information. It proves that earnings management, measured by discretionary budgetary accruals, has cyclical behavior aligned with the electoral calendar.",Revista de Administração Pública,Geral,nao identificado,,,,,,,,,,
137,Economia compartilhada e governança pública,"Giovanini, Adilson",2020,https://doi.org/10.1590/0034-761220190080,"Abstract The term sharing economy is used in specialized literature to identify how the Internet, smartphones, and applications are changing the global economic dynamic. This article presents documentary research focused on private sharing applications that have emerged in recent decades, intending to contribute to the improvement of local public management. Descriptive data analysis and regression were used to characterize the local governments’ adherence to new technologies and to identify how these new technologies affect the fiscal performance of municipalities measured by the FIRJAN Fiscal Management Index. The results obtained show that shared economy Apps can contribute in different ways, with emphasis on greater cooperation and coordination within and between local governments, reduction in the underutilization of assets, greater access and improvement in the quality of public services, and greater interaction and citizen participation in public decisions. The estimated regression shows that the use of new communication technologies contributes to improving the municipalities’ fiscal performance. However, these technologies are little used and should be encouraged in local public administrations.",Revista de Administração Pública,Alto escalão,quantitativo,,,,,,,,,,
138,Provimento e fixação de médicos na atenção primária à saúde no estado da Bahia,"Andrade, Laíse Rezende de; Pinto, Isabela Cardoso de Matos; Soares, Catharina Leite Matos; da Silva, Vinício Oliveira",2019,https://doi.org/10.1590/0034-761220170316,"Abstract This article analyzes the strategies of work management adopted at the Fundação Estatal Saúde da Família (State Health Family Foundation) (FESF-SUS), which was created to hire and allocate physicians in the Brazilian state of Bahia. The research aims to contribute to the debate about the difficulties of hiring and retaining physicians to work in the public policy promoting family health “Estratégia Saúde da Família” (ESF). The research consisted of a case study adopting several methodological strategies, with emphasis on documentary analysis. The findings show that one solution to hire and retain physicians is the creation of an inter-municipal career. The proposed work management of the Foundation included aspects such as variable compensation, worker mobility between municipalities, and factors associated with the provision of physicians to work in public health. The complexity of this proposal is faced with the lack of experience in operating this form of work management, as well as with the structural and institutional issues that historically marked the work management in the municipalities.",Revista de Administração Pública,Nível de rua,qualitativo,,,,,,,,,,
139,Novas bases para as políticas públicas de segurança no Brasil a partir das práticas do governo federal no período 2003-2011,"Madeira, Lígia Mori; Rodrigues, Alexandre Ben",2015,https://doi.org/10.1590/0034-76121702,"The research investigates the new bases of formulation of the Brazilian public security policies from the analysis of recent advances in the area, focusing on the national program of public security with citizenship (Programa Nacional de Segurança Pública com Cidadania - Pronasci. Since the re-democratization process in Brazil, the social problems have increased like the high rates of crime and violence as a result of a historical process of exclusion and social inequality of the lowest classes of the population. The research seeks to explain the trajectories of the implementation of a new paradigm regarding the public security. Therefore, it is considered as a model the process of decentralization that makes municipalities key-players of the management of the public security, working in cooperation with other federal entities, such as states and the Union. The research results show the emergence of a new model of public security management in Brazil in the period analyzed, based on the concept, internationally accepted, of citizen security.",Revista de Administração Pública,Alto escalão,nao identificado,,,,,,,,,,
140,Imposto sobre Circulação de Mercadorias e Serviços Socioambiental: incentivos institucionais e legislação ambiental no Brasil,"Moura, Alexandrina Sobreira de",2015,https://doi.org/10.1590/0034-76121677,"The sustainable growth of Brazilian municipalities has turned the sustainability of its municipalities from a desirable aspect into a requirement for the country's development, taking into consideration the Brazilian growth boom in the recent years. Nevertheless, the responsibility for the supervision and environmental regulation of growth and production has been increasingly transferred to local actors. In this scenario, the tax over movement of goods and services (Imposto sobre Circulação de Mercadoria e Serviço - ICMS) stands as one of the main mechanisms of regulation and planning of the productive processes at the local level. This paper examines the legal and institutional aspects of this initiative, as well as comparatively outlines the differences between state legislations. It also analyses the historical path of their legal development. Furthermore, particularly the research tried to outline a national panoramic view of how different conceptions of sustainability were put into operation by the state legislations, creating different structures of institutional incentives.",Revista de Administração Pública,Geral,nao identificado,,,,,,,,,,
141,Políticas públicas de combate ao analfabetismo no Brasil: uma investigação sobre a atuação do Programa Brasil Alfabetizado em municípios do Ceará,"Diniz, Gleison Mendonça; Machado, Diego de Queiroz; Moura, Heber José de",2014,https://doi.org/10.1590/0034-76121514,"This study aims to analyze the characteristics of the Literate Brazil Program (PBA) in towns of the state of Ceará that joined the program. For this, we selected, by means of statistical criteria of representativeness, 15 towns in the state that adhered to the program. Data were collected from the literacy teachers in PBA at these towns, by filling out a structured questionnaire, and analyzed using the cluster analysis technique. Through the arrangement of towns into different groups, the findings pointed out divergences with regard to: criteria for selecting literacy teachers and their participation in training courses; workload, teaching material, and instructors of literacy teachers' training course; frequency of course coordination; length of the literacy course for students; existence of programs for visually and hearing-impaired people; and dropout and continuity of studies by literate students. Therefore, such results enabled us to observe the following needs for strengthening with regard to PBA: continued training of its literacy teachers; creation of programs for visually and hearing-impaired people; improvement of the monitoring of course coordinations; and fight against the high dropout rates on the part of enrolled students.",Revista de Administração Pública,Geral,quantitativo,,,,,,,,,,
142,A estrutura de provisão dos serviços de saneamento básico no Brasil: uma análise comparativa do desempenho dos provedores públicos e privados,"Scriptore, Juliana Souza; Toneto Júnior, Rudinei",2012,,"This article provides an analysis that compares the performance of public and private enterprises of basic sanitation in Brazil. The performance differences between enterprises, according to the literature are subject to different incentives, were evaluated based on data from the Sistema Nacional de Informações do Saneamento (Snis) in 2010 from an estimated cross-section for a sample of 4.930 Brazilian municipalities. The results do not provide strong evidence that a group is higher than in most other indicators. Since the groups revealed the superiority of specific indicators, the contribution of this study is to propose the design of a policy that considers various methods of management and provision as a possible solution to the challenge of universal services in the country.",Revista de Administração Pública,Geral,nao identificado,,,,,,,,,,
143,O emprego da análise de balanços e métodos estatísticos na área pública: o ranking de gestão dos municípios catarinenses,"Soares, Maurélio; Lyra, Ricardo Luiz Wüst Corrêa de; Hein, Nelson; Kroenke, Adriana",2011,,"With the phenomenon of globalization, accounting has undergone changes which were reflected initially in the business and only a few years later in public administration. There is a growing trend and increasing pressure on governments to broaden the scope of its financial responsibilities from the accounting-oriented management of public accounts. Fiscal responsibility of governments is crucial for fostering economic growth and development of municipalities. This study aims to demonstrate how rates of economic and financial analysis can be employed in public administration in order to establish a ranking in the management of municipalities of Santa Catarina. To achieve this purpose, was used the concepts and techniques of balance analysis, which were treated with the application of main components' analysis. The results indicate the importance of using the balance analysis in the public sector as a tool to be used in daily government administration.",Revista de Administração Pública,Nível de rua,nao identificado,,,,,,,,,,
144,Proposta de um modelo de relatório de administração para o setor público baseado no Parecer de Orientação nº 15/87 da Comissão de Valores Mobiliários: um instrumento de governança corporativa para a administração pública,"Bogoni, Nadia Mar; Zonatto, Vinícius Costa da Silva; Ishikura, Edison Ryu; Fernandes, Francisco Carlos",2010,,"This article analyzes the public expenditures of the 10 larger cities of the Brazilian Southern states, revealing the lack of transparency in the demonstrations published by the administrations. Therefore, it proposes a management report for the public sector based on the Securities and Exchange Commission's (CVM) Guidance Report n. 15/87, as a way to increase the transparency of the accounting demonstrations published by the public administration, according to the principles of good governance practices.",Revista de Administração Pública,Geral,nao identificado,,,,,,,,,,
145,Valores em serviços de policiamento comunitário: o Programa Ronda do Quarteirão sob a ótica da teoria da cadeia de meios e fins,"Pinto, Liliane Araújo; Murakami, Luiz Carlos; Pimenta, Márcio Lopes; Nunes, Natália de Sena",2012,,"The increase of violence, the more intense citizen's search for security contributed for a new model of police offered by government which is the ""community police"". This kind of police is developed in many countries in order to create a close relationship with the society. It is focused on the partnership between society and police to develop jointly an improved people's welfare. This paper's objective is to make an analysis, under the means end-chain theory, of the values structure of the users of ""Block patrol"" a community police created in a capital city of the northeast of Brazil. First, this study identifies the main attributes of the services as attendance speed, nice clothing, credibility. The second step was to relate these attributes to the consequences to the user. These main attributes perceived by these users and the relation between these and its consequences lead to the values. The laddering technique was used which allowed the construction of the hierarchical value map showing the user's behavior after the service experience. This map shows the main relationship with the attributes, consequences and values, allowing insights to an effective communication strategy. The values identified were: love, friendship, citizenship, happiness, honesty and satisfaction.",Revista de Administração Pública,Nível de rua,nao identificado,,,,,,,,,,
